Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2008-06-05 14:00:00.000 +0200,Partly Cloudy,rain,22.5,22.5,0.68,7.8407,1,11.0768,0,1008.77,Mostly cloudy throughout the day.
2013-08-28 01:00:00.000 +0200,Mostly Cloudy,rain,19.21666667,19.21666667,0.79,11.0446,70,16.1,0,1011.64,Mostly cloudy throughout the day.
2007-01-14 10:00:00.000 +0100,Partly Cloudy,rain,6.911111111,4.472222222,0.74,12.6707,156,11.3183,0,1024.37,Partly cloudy starting in the morning continuing until night.
2014-09-01 21:00:00.000 +0200,Mostly Cloudy,rain,20.81111111,20.81111111,0.8,8.3076,320,15.8263,0,1008.88,Mostly cloudy throughout the day.
2015-11-15 09:00:00.000 +0100,Mostly Cloudy,rain,8.816666667,7.427777778,0.66,8.9677,190,16.1,0,1021.12,Mostly cloudy throughout the day.
2007-08-01 22:00:00.000 +0200,Clear,rain,17.11111111,17.11111111,0.51,0,0,15.8263,0,1017.33,Partly cloudy until evening.
2007-05-02 03:00:00.000 +0200,Partly Cloudy,rain,3.772222222,0.972222222,0.43,11.0768,41,15.8263,0,1018.09,Partly cloudy starting in the afternoon.
2008-10-23 05:00:00.000 +0200,Clear,rain,7.961111111,7.044444444,0.89,6.3434,121,9.7566,0,1022.03,Mostly cloudy starting in the morning.
2012-03-08 12:00:00.000 +0100,Mostly Cloudy,rain,5,1.844444444,0.39,14.49,110,9.982,0,1023.9,Mostly cloudy throughout the day.
2010-11-07 18:00:00.000 +0100,Partly Cloudy,rain,11.20555556,11.20555556,0.8,12.3326,141,7.2128,0,1004.82,Foggy starting overnight continuing until morning.
2006-01-25 21:00:00.000 +0100,Clear,snow,-9.505555556,-13.02222222,0.8,6.1663,130,9.9015,0,1029.09,Partly cloudy starting in the morning continuing until afternoon.
2011-10-25 19:00:00.000 +0200,Mostly Cloudy,rain,11.13888889,11.13888889,0.67,25.9371,140,9.982,0,1020.5,Mostly cloudy until night.
2010-09-17 00:00:00.000 +0200,Overcast,rain,17.52222222,17.52222222,0.87,2.7692,214,14.812,0,1014.86,Overcast throughout the day.
2016-10-03 02:00:00.000 +0200,Overcast,rain,15.03333333,15.03333333,1,4.1216,308,4.347,0,1015.85,Foggy starting overnight continuing until morning.
2007-09-14 05:00:00.000 +0200,Clear,rain,8.988888889,7.483333333,0.87,9.7405,270,14.7959,0,1022.79,Partly cloudy until evening.
2008-04-13 02:00:00.000 +0200,Clear,rain,6.888888889,5.994444444,0.87,5.7316,187,9.7888,0,1017.46,Partly cloudy until evening.
2006-09-06 02:00:00.000 +0200,Clear,rain,13.80555556,13.80555556,0.94,5.7477,261,6.7781,0,1020.12,Partly cloudy starting in the morning continuing until night.
2010-02-19 21:00:00.000 +0100,Breezy and Overcast,rain,10.28888889,10.28888889,0.72,33.2948,150,15.8746,0,992.85,Foggy starting overnight continuing until morning and breezy starting in the evening.
2014-03-11 22:00:00.000 +0100,Clear,rain,4.877777778,3.472222222,0.5,6.3756,342,14.9569,0,1026.96,Partly cloudy until afternoon.
2011-12-12 03:00:00.000 +0100,Mostly Cloudy,rain,4.4,1.205555556,0.77,13.8782,99,14.9569,0,1020.3,Mostly cloudy throughout the day.
2016-09-18 03:00:00.000 +0200,Partly Cloudy,rain,14.83888889,14.83888889,0.93,11.27,310,15.8263,0,1012.05,Mostly cloudy throughout the day.
2011-12-26 15:00:00.000 +0100,Foggy,rain,1.222222222,-2.7,0.92,13.9426,130,1.8676,0,1038.67,Foggy starting in the afternoon continuing until evening.
2009-04-01 02:00:00.000 +0200,Partly Cloudy,rain,9.65,7.972222222,0.78,11.5598,29,14.329,0,1019.62,Partly cloudy throughout the day.
2010-11-25 14:00:00.000 +0100,Partly Cloudy,rain,7.8,6.477777778,0.63,7.8246,183,11.27,0,1008.84,Foggy in the morning.
2015-07-26 10:00:00.000 +0200,Mostly Cloudy,rain,20.1,20.1,0.71,12.2843,313,10.2557,0,1013.19,Partly cloudy throughout the day.
2011-12-23 14:00:00.000 +0100,Overcast,snow,-2.177777778,-5.683333333,0.96,9.2575,260,4.7978,0,1026.57,Foggy in the morning.
2012-08-08 06:00:00.000 +0200,Clear,rain,15.1,15.1,0.72,7.9695,349,9.982,0,1020.72,Partly cloudy starting in the morning.
2008-01-06 13:00:00.000 +0100,Overcast,snow,-0.022222222,-5.644444444,0.84,22.8137,167,10.8353,0,1018,Overcast throughout the day and breezy starting overnight continuing until morning.
2012-12-04 23:00:00.000 +0100,Overcast,rain,1.527777778,-1.683333333,0.9,10.8997,110,9.5956,0,1001.14,Mostly cloudy starting in the morning.
2012-09-08 06:00:00.000 +0200,Partly Cloudy,rain,9.966666667,8.938888889,0.78,8.1949,243,9.982,0,1020.84,Partly cloudy until night.
2007-07-22 06:00:00.000 +0200,Partly Cloudy,rain,21.02777778,21.02777778,0.68,4.4758,151,9.982,0,1009.89,Partly cloudy starting in the afternoon.
2008-12-02 05:00:00.000 +0100,Partly Cloudy,rain,2.966666667,0.783333333,0.95,7.9212,182,9.982,0,1012.27,Mostly cloudy starting overnight.
2013-08-23 21:00:00.000 +0200,Mostly Cloudy,rain,21.98888889,21.98888889,0.54,9.66,30,16.1,0,1015.04,Partly cloudy throughout the day.
2009-07-28 06:00:00.000 +0200,Clear,rain,13.88888889,13.88888889,0.77,0,0,9.982,0,1017.9,Partly cloudy starting in the afternoon.
2008-12-12 00:00:00.000 +0100,Mostly Cloudy,rain,3.305555556,-0.65,0.58,17.0982,128,15.8263,0,1014.48,Mostly cloudy throughout the day.
2006-05-12 01:00:00.000 +0200,Partly Cloudy,rain,9.427777778,7.833333333,0.93,10.7548,252,4.7495,0,1018,Partly cloudy until night.
2010-03-05 03:00:00.000 +0100,Overcast,rain,1.711111111,-2.661111111,0.69,17.2592,359,8.1305,0,1009.76,Mostly cloudy starting overnight and breezy starting in the afternoon continuing until evening.
2010-05-18 11:00:00.000 +0200,Mostly Cloudy,rain,12.05,12.05,0.72,27.0802,329,11.4471,0,1010.48,Mostly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2015-11-04 23:00:00.000 +0100,Foggy,snow,-2.155555556,-2.155555556,0.96,3.22,320,0.161,0,1022.15,Foggy until afternoon.
2007-08-25 13:00:00.000 +0200,Overcast,rain,32.71111111,31.35555556,0.28,9.6278,326,9.982,0,1022.44,Mostly cloudy until night.
2014-06-14 13:00:00.000 +0200,Overcast,rain,22.8,22.8,0.38,8.0661,258,10.2557,0,1012.32,Mostly cloudy throughout the day.
2008-04-06 08:00:00.000 +0200,Mostly Cloudy,rain,7.061111111,7.061111111,0.88,3.2522,161,4.3148,0,1004.52,Foggy until morning.
2006-08-15 16:00:00.000 +0200,Partly Cloudy,rain,24.95,24.95,0.5,10.8031,229,11.2056,0,1014.96,Partly cloudy until evening.
2015-07-04 04:00:00.000 +0200,Partly Cloudy,rain,14.45555556,14.45555556,0.89,6.279,20,16.1,0,1024.75,Partly cloudy starting overnight.
2015-02-03 13:00:00.000 +0100,Partly Cloudy,rain,6.016666667,4.088888889,0.51,9.0643,171,9.982,0,1007.8,Partly cloudy throughout the day.
2016-03-02 14:00:00.000 +0100,Partly Cloudy,rain,8.977777778,7.011111111,0.63,12.4936,203,9.982,0,1011.25,Partly cloudy starting overnight.
2012-11-17 09:00:00.000 +0100,Partly Cloudy,rain,4.933333333,1.861111111,1,13.8782,159,4.4275,0,1022.89,Foggy until morning.
2009-04-11 13:00:00.000 +0200,Clear,rain,23.88888889,23.88888889,0.38,12.88,180,9.982,0,1013.1,Partly cloudy starting in the morning continuing until evening.
2015-04-26 21:00:00.000 +0200,Partly Cloudy,rain,16.01666667,16.01666667,0.62,9.0804,170,16.1,0,1009.52,Partly cloudy until evening.
2007-08-11 10:00:00.000 +0200,Mostly Cloudy,rain,22.09444444,22.09444444,0.72,13.6045,179,15.8746,0,1007.44,Mostly cloudy throughout the day.
2014-07-07 13:00:00.000 +0200,Mostly Cloudy,rain,31.18333333,31.23888889,0.41,9.016,199,10.2557,0,1015.1,Partly cloudy starting in the morning.
2008-02-11 03:00:00.000 +0100,Mostly Cloudy,snow,-0.794444444,-0.794444444,0.79,3.22,310,14.4578,0,1038.08,Mostly cloudy starting overnight continuing until night.
2016-09-14 08:00:00.000 +0200,Partly Cloudy,rain,15.31666667,15.31666667,0.99,0.2093,20,4.991,0,1015.7,Foggy in the morning.
2015-11-13 09:00:00.000 +0100,Partly Cloudy,rain,10.71666667,10.71666667,0.79,3.22,135,7.6958,0,1029.02,Foggy in the morning.
2008-07-12 08:00:00.000 +0200,Partly Cloudy,rain,22.73888889,22.73888889,0.58,10.948,145,10.3523,0,1013.91,Partly cloudy starting in the morning.
2013-08-03 10:00:00.000 +0200,Clear,rain,32.15,32.63888889,0.41,7.6797,231,16.1,0,1016.4,Partly cloudy starting in the afternoon continuing until evening.
2012-06-18 20:00:00.000 +0200,Clear,rain,27.45,27.78888889,0.49,8.8228,141,10.3523,0,1016.76,Partly cloudy starting in the morning continuing until evening.
2015-05-17 14:00:00.000 +0200,Mostly Cloudy,rain,22.68888889,22.68888889,0.38,22.1375,311,15.5526,0,1020.68,Mostly cloudy throughout the day.
2015-01-02 08:00:00.000 +0100,Foggy,snow,-3.838888889,-8.2,0.92,11.1251,180,0.483,0,0,Foggy starting in the morning continuing until night.
2016-11-24 12:00:00.000 +0100,Mostly Cloudy,rain,6.477777778,3.716666667,0.8,14.1358,178,8.6135,0,1019.33,Mostly cloudy throughout the day.
2011-03-06 20:00:00.000 +0100,Mostly Cloudy,snow,-1,-1,0.98,2.6082,82,3.3649,0,1023.01,Foggy starting in the evening continuing until night.
2016-02-05 21:00:00.000 +0100,Clear,snow,-0.072222222,-2.233333333,0.95,6.3595,289,10.2557,0,1029.24,Partly cloudy until evening.
2015-05-05 00:00:00.000 +0200,Partly Cloudy,rain,16.64444444,16.64444444,0.87,3.2039,149,14.9891,0,1014.41,Mostly cloudy throughout the day.
2012-11-03 03:00:00.000 +0100,Foggy,rain,2.733333333,2.733333333,1,3.3005,151,0.4025,0,1014.98,Foggy starting overnight continuing until morning.
2012-06-29 11:00:00.000 +0200,Partly Cloudy,rain,29.8,29.66111111,0.42,2.1252,308,10.3523,0,1014.87,Partly cloudy throughout the day.
2011-09-18 23:00:00.000 +0200,Mostly Cloudy,rain,25.30555556,25.30555556,0.48,19.5454,150,14.9569,0,1007.48,Partly cloudy starting in the afternoon.
2016-10-29 09:00:00.000 +0200,Mostly Cloudy,rain,8.2,5.683333333,0.87,15.1984,287,0,0,1028.17,Mostly cloudy until evening.
2007-07-05 07:00:00.000 +0200,Partly Cloudy,rain,13.91666667,13.91666667,0.77,20.7046,280,11.27,0,1007.09,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2008-11-28 04:00:00.000 +0100,Clear,snow,-3.327777778,-3.327777778,0.89,3.7191,136,5.313,0,1026.28,Partly cloudy starting in the morning.
2012-06-18 23:00:00.000 +0200,Clear,rain,22.36666667,22.36666667,0.63,6.5044,142,14.9569,0,1017.57,Partly cloudy starting in the morning continuing until evening.
2016-10-15 20:00:00.000 +0200,Drizzle,rain,12.68333333,12.68333333,0.82,9.9498,120,9.982,0,1018.28,Drizzle starting in the evening.
2012-04-03 16:00:00.000 +0200,Mostly Cloudy,rain,20,20,0.37,24.15,220,9.982,0,1009.2,Mostly cloudy throughout the day.
2007-11-24 09:00:00.000 +0100,Partly Cloudy,rain,6.138888889,4.5,0.79,7.9373,181,6.1985,0,1021.58,Foggy starting in the evening.
2014-01-25 07:00:00.000 +0100,Overcast,snow,-3.75,-10.06111111,0.92,20.6724,8,3.3649,0,1010.32,Foggy until afternoon.
2010-09-11 04:00:00.000 +0200,Overcast,rain,18.2,18.2,0.97,2.8175,149,4.7656,0,1016.68,Overcast throughout the day.
2007-07-16 10:00:00.000 +0200,Clear,rain,31.16111111,30.22222222,0.33,10.6099,115,9.982,0,1020.56,Partly cloudy in the evening.
2007-05-15 07:00:00.000 +0200,Partly Cloudy,rain,19.8,19.8,0.62,12.397,151,9.982,0,1011.34,Partly cloudy starting overnight continuing until night.
2008-03-02 15:00:00.000 +0100,Mostly Cloudy,rain,12.88888889,12.88888889,0.51,25.4058,250,11.27,0,1001.8,Mostly cloudy until night and breezy in the evening.
2006-01-25 01:00:00.000 +0100,Clear,snow,-11.1,-16.20555556,0.82,9.0965,108,9.4829,0,1030.28,Partly cloudy starting in the morning continuing until afternoon.
2015-07-26 23:00:00.000 +0200,Partly Cloudy,rain,16.05,16.05,0.79,2.6726,230,15.5526,0,1011.87,Partly cloudy throughout the day.
2012-03-05 06:00:00.000 +0100,Partly Cloudy,snow,-2.777777778,-6.511111111,0.71,9.66,30,9.982,0,1021.4,Partly cloudy until morning.
2015-05-05 02:00:00.000 +0200,Mostly Cloudy,rain,16.13888889,16.13888889,0.87,3.4132,140,9.8371,0,1013.57,Mostly cloudy throughout the day.
2016-10-30 13:00:00.000 +0100,Clear,Unknown,11.83888889,11.83888889,0.55,18.9175,318,0,0,1025.26,Clear throughout the day.
2008-09-06 11:00:00.000 +0200,Partly Cloudy,rain,31.84444444,31.38333333,0.36,16.3576,208,10.3523,0,1013.64,Partly cloudy until afternoon.
2008-04-12 11:00:00.000 +0200,Overcast,rain,13.05555556,13.05555556,0.89,2.5116,336,11.0768,0,1008.33,Mostly cloudy throughout the day.
2010-03-09 10:00:00.000 +0100,Overcast,rain,0.122222222,-3.061111111,0.68,9.66,35,11.3988,0,1021.22,Mostly cloudy throughout the day.
2014-09-04 19:00:00.000 +0200,Mostly Cloudy,rain,20.13888889,20.13888889,0.83,3.3488,8,16.1,0,1014.63,Mostly cloudy throughout the day.
2008-11-29 06:00:00.000 +0100,Breezy and Overcast,rain,3.772222222,-1.477777778,0.89,29.3825,139,11.0446,0,1005.22,Mostly cloudy starting overnight and breezy in the morning.
2015-04-20 05:00:00.000 +0200,Clear,rain,1.844444444,-0.016666667,0.75,6.3434,257,15.1823,0,1019.22,Mostly cloudy starting in the morning and breezy starting in the afternoon continuing until evening.
2016-09-20 11:00:00.000 +0200,Partly Cloudy,rain,17.27777778,17.27777778,0.7,24.1661,1,10.3523,0,1010.12,Mostly cloudy throughout the day.
2007-01-05 05:00:00.000 +0100,Mostly Cloudy,rain,2.361111111,-0.35,0.92,9.499,203,6.2951,0,1017.58,Mostly cloudy until night.
2007-04-06 15:00:00.000 +0200,Partly Cloudy,rain,17.89444444,17.89444444,0.42,16.3898,290,9.982,0,1015.84,Mostly cloudy until afternoon.
2009-06-13 11:00:00.000 +0200,Breezy and Partly Cloudy,rain,19.95,19.95,0.32,29.4308,310,10.3684,0,1020.98,Partly cloudy until night and breezy in the morning.
2006-12-13 10:00:00.000 +0100,Foggy,snow,-1.077777778,-4.411111111,1,9.4024,219,0.3059,0,1033.92,Foggy throughout the day.
2006-09-13 20:00:00.000 +0200,Mostly Cloudy,rain,18.87222222,18.87222222,0.53,11.109,97,10.3523,0,1022.13,Partly cloudy in the morning.
2007-08-13 08:00:00.000 +0200,Mostly Cloudy,rain,19.90555556,19.90555556,0.76,15.0374,278,9.982,0,1009.28,Mostly cloudy throughout the day.
2016-09-18 10:00:00.000 +0200,Mostly Cloudy,rain,21.9,21.9,0.56,9.3541,312,16.1,0,1012.17,Mostly cloudy throughout the day.
2014-07-31 18:00:00.000 +0200,Mostly Cloudy,rain,25,25,0.59,4.6368,18,9.982,0,1008.73,Mostly cloudy throughout the day.
2006-02-09 17:00:00.000 +0100,Partly Cloudy,snow,-0.933333333,-3.711111111,0.92,7.6797,278,3.3971,0,1007.8,Foggy starting in the evening.
2016-03-27 23:00:00.000 +0200,Partly Cloudy,rain,4.394444444,3.155555556,0.9,5.6672,141,8.4203,0,1017.13,Mostly cloudy throughout the day.
2016-05-23 22:00:00.000 +0200,Partly Cloudy,rain,19.75,19.75,0.69,6.2468,149,16.1,0,1006.79,Partly cloudy throughout the day.
2006-09-17 01:00:00.000 +0200,Mostly Cloudy,rain,18.75,18.75,0.57,13.7333,99,15.8263,0,1015.07,Mostly cloudy starting in the afternoon.
2014-10-14 12:00:00.000 +0200,Partly Cloudy,rain,27.06111111,26.98888889,0.42,20.1733,241,15.8263,0,1012.46,Partly cloudy until night.
2010-08-05 04:00:00.000 +0200,Partly Cloudy,rain,17.11111111,17.11111111,1,0,0,5.2164,0,1008.5,Partly cloudy starting overnight.
2016-06-22 11:00:00.000 +0200,Partly Cloudy,rain,27.7,29.55555556,0.65,8.2271,35,15.5526,0,1023.21,Partly cloudy throughout the day.
2015-10-25 18:00:00.000 +0100,Mostly Cloudy,rain,9.861111111,9.861111111,0.84,4.83,170,14.7637,0,1023.33,Foggy until morning.
2012-04-07 21:00:00.000 +0200,Mostly Cloudy,rain,11.11111111,11.11111111,0.93,8.05,340,11.27,0,998.3,Mostly cloudy throughout the day.
2007-03-30 18:00:00.000 +0200,Overcast,rain,12.82222222,12.82222222,0.55,12.7834,71,9.982,0,1014.84,Mostly cloudy throughout the day.
2007-08-17 13:00:00.000 +0200,Clear,rain,32.55,31.88888889,0.33,9.0482,235,9.982,0,1013.25,Partly cloudy starting in the afternoon.
2012-11-05 08:00:00.000 +0100,Breezy and Mostly Cloudy,rain,14.97777778,14.97777778,0.78,32.3288,150,10.0464,0,1000.48,Mostly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2016-01-08 05:00:00.000 +0100,Foggy,snow,-4.044444444,-4.044444444,1,1.2075,156,0.161,0,1007.01,Foggy until evening.
2010-12-31 11:00:00.000 +0100,Foggy,snow,-7.8,-7.8,0.99,1.6744,189,0.805,0,1027.23,Foggy until evening.
2015-09-22 09:00:00.000 +0200,Partly Cloudy,rain,14.8,14.8,0.69,7.9695,42,16.1,0,1013.93,Partly cloudy starting in the morning continuing until night.
2007-09-23 17:00:00.000 +0200,Clear,rain,22.13333333,22.13333333,0.29,2.8658,3,10.3523,0,1025.23,Partly cloudy starting in the morning continuing until afternoon.
2011-08-16 06:00:00.000 +0200,Mostly Cloudy,rain,18.91666667,18.91666667,0.9,13.8782,309,10.0464,0,1015.03,Partly cloudy until night.
2008-10-23 09:00:00.000 +0200,Partly Cloudy,rain,12.15,12.15,0.75,2.9624,298,7.9695,0,1024,Mostly cloudy starting in the morning.
2014-11-21 10:00:00.000 +0100,Mostly Cloudy,rain,5.872222222,5.872222222,0.81,3.7996,180,7.8729,0,1025.76,Foggy in the morning.
2008-02-15 15:00:00.000 +0100,Overcast,rain,1.061111111,-4.038888889,0.55,21.1393,29,11.27,0,1029.39,Mostly cloudy throughout the day.
2006-11-22 10:00:00.000 +0100,Mostly Cloudy,rain,10.87777778,10.87777778,0.81,20.3021,139,9.8693,0,1001.81,Mostly cloudy until night.
2014-04-12 00:00:00.000 +0200,Mostly Cloudy,rain,8.261111111,8.261111111,0.82,1.9964,75,16.1,0,1018.33,Mostly cloudy throughout the day.
2014-07-07 04:00:00.000 +0200,Clear,rain,18.70555556,18.70555556,0.85,6.279,170,16.0517,0,1014.2,Partly cloudy starting in the morning.
2015-12-04 03:00:00.000 +0100,Foggy,rain,4.488888889,3.055555556,1,6.279,60,0.161,0,1034.28,Foggy until afternoon.
2007-03-18 18:00:00.000 +0100,Mostly Cloudy,rain,13.00555556,13.00555556,0.5,14.1841,161,9.982,0,1004.83,Partly cloudy overnight.
2011-05-26 10:00:00.000 +0200,Clear,rain,21.01666667,21.01666667,0.41,13.846,2,9.982,0,1021.82,Partly cloudy starting in the afternoon continuing until evening.
2006-02-20 18:00:00.000 +0100,Partly Cloudy,rain,9.972222222,7.983333333,0.83,14.2968,130,9.982,0,1010.24,Mostly cloudy starting overnight continuing until night.
2007-10-17 00:00:00.000 +0200,Clear,rain,2.172222222,2.172222222,0.82,1.5295,90,14.812,0,1025.8,Foggy in the morning.
2008-02-18 10:00:00.000 +0100,Partly Cloudy,rain,2.044444444,-1.255555556,0.35,11.7691,304,10.3523,0,1028.85,Mostly cloudy throughout the day.
2014-07-26 05:00:00.000 +0200,Partly Cloudy,rain,15.45,15.45,0.92,3.4132,331,14.9569,0,1013.89,Partly cloudy until night.
2012-06-28 12:00:00.000 +0200,Mostly Cloudy,rain,27.79444444,27.36666667,0.38,9.5151,232,9.982,0,1015.18,Partly cloudy starting in the morning.
2011-05-13 23:00:00.000 +0200,Clear,rain,13.30555556,13.30555556,0.64,10.4811,301,15.3111,0,1019.8,Partly cloudy until evening.
2011-04-14 19:00:00.000 +0200,Partly Cloudy,rain,7.727777778,5.044444444,0.83,15.6009,292,11.0446,0,1010.86,Partly cloudy throughout the day.
2008-10-06 00:00:00.000 +0200,Clear,rain,5.1,3.322222222,0.82,7.7924,261,9.982,0,0,Partly cloudy starting in the evening.
2008-08-05 18:00:00.000 +0200,Mostly Cloudy,rain,22.80555556,22.80555556,0.53,12.7673,319,9.982,0,1014.95,Mostly cloudy until night.
2016-01-27 11:00:00.000 +0100,Foggy,rain,1.983333333,-0.766666667,0.96,9.3541,182,0.161,0,1028.4,Foggy throughout the day.
2016-04-09 13:00:00.000 +0200,Mostly Cloudy,rain,13.72222222,13.72222222,0.83,15.8263,300,8.05,0,1002.55,Overcast throughout the day.
2011-05-13 10:00:00.000 +0200,Mostly Cloudy,rain,18.73333333,18.73333333,0.69,13.7816,329,11.27,0,1017.8,Partly cloudy until evening.
2012-07-21 20:00:00.000 +0200,Mostly Cloudy,rain,23.78888889,23.78888889,0.48,23.0874,346,10.3523,0,1013.47,Partly cloudy throughout the day.
2014-07-17 10:00:00.000 +0200,Partly Cloudy,rain,26.13888889,26.13888889,0.58,15.6009,351,16.1,0,1016.45,Partly cloudy throughout the day.
2014-02-23 08:00:00.000 +0100,Overcast,rain,7.2,4.583333333,0.93,14.2646,30,3.8318,0,1018.96,Foggy starting overnight continuing until morning.
2006-11-16 20:00:00.000 +0100,Clear,rain,9.033333333,7.877777778,0.82,8.0339,152,9.982,0,1020.04,Partly cloudy until evening.
2016-09-29 11:00:00.000 +0200,Mostly Cloudy,rain,21.88333333,21.88333333,0.49,8.7262,248,15.5526,0,1025.45,Partly cloudy until night.
2008-05-08 01:00:00.000 +0200,Clear,rain,6.716666667,6.716666667,0.79,2.6404,296,15.8263,0,1019.09,Partly cloudy starting in the morning.
2007-05-13 20:00:00.000 +0200,Partly Cloudy,rain,21.65,21.65,0.51,11.1412,108,11.3988,0,1014.87,Partly cloudy until afternoon.
2016-03-02 10:00:00.000 +0100,Mostly Cloudy,rain,5.961111111,3.083333333,0.67,14.1358,254,14.9569,0,1014.38,Partly cloudy starting overnight.
2006-12-19 10:00:00.000 +0100,Overcast,rain,2.144444444,-2.616666667,0.92,20.7529,9,6.3595,0,1024.66,Overcast throughout the day.
2012-06-19 20:00:00.000 +0200,Partly Cloudy,rain,30.08333333,30.76666667,0.47,3.3488,119,15.3111,0,1015.45,Partly cloudy in the afternoon.
2013-10-02 01:00:00.000 +0200,Overcast,rain,8.405555556,6.544444444,0.92,11.109,37,5.0393,0,1012.69,Mostly cloudy throughout the day.
2014-08-06 00:00:00.000 +0200,Overcast,rain,18.91666667,18.91666667,0.87,10.6421,321,16.1,0,1010.46,Mostly cloudy until night.
2010-11-15 05:00:00.000 +0100,Partly Cloudy,rain,5.072222222,2.555555556,1,10.9802,141,4.991,0,1015.34,Partly cloudy until evening.
2010-02-16 04:00:00.000 +0100,Foggy,snow,-5.483333333,-5.483333333,0.96,4.4436,188,1.3846,0,1012.58,Foggy starting overnight continuing until morning.
2011-04-15 04:00:00.000 +0200,Mostly Cloudy,rain,5.027777778,2.522222222,0.93,10.8675,320,6.2951,0,1012.37,Mostly cloudy throughout the day.
2012-05-27 08:00:00.000 +0200,Mostly Cloudy,rain,14.73888889,14.73888889,0.71,10.0303,1,9.982,0,1017.05,Partly cloudy throughout the day.
2015-04-25 19:00:00.000 +0200,Partly Cloudy,rain,20.02222222,20.02222222,0.4,10.9641,218,16.1,0,1013.17,Partly cloudy until evening.
2009-07-07 05:00:00.000 +0200,Mostly Cloudy,rain,18.97777778,18.97777778,0.93,9.5151,282,9.982,0,1009.43,Partly cloudy throughout the day.
2009-10-08 10:00:00.000 +0200,Partly Cloudy,rain,21.11111111,21.11111111,0.57,14.49,160,9.982,0,1017.7,Partly cloudy starting in the morning continuing until night.
2009-02-16 01:00:00.000 +0100,Overcast,snow,-0.883333333,-4.272222222,0.81,9.7244,222,13.8299,0,1019.08,Mostly cloudy throughout the day.
2011-05-04 10:00:00.000 +0200,Partly Cloudy,rain,9.844444444,7.222222222,0.77,19.7547,359,11.27,0,1014.07,Partly cloudy throughout the day.
2010-02-22 00:00:00.000 +0100,Clear,snow,-0.533333333,-4.177777778,0.88,10.9641,172,15.8263,0,1012,Mostly cloudy starting in the morning.
2016-02-26 05:00:00.000 +0100,Overcast,rain,3.772222222,0.144444444,0.92,15.6975,358,3.6064,0,1011.48,Foggy starting in the evening.
2013-08-10 16:00:00.000 +0200,Mostly Cloudy,rain,28.63333333,28.56111111,0.44,23.7797,319,16.1,0,1011.81,Partly cloudy throughout the day.
2011-06-09 21:00:00.000 +0200,Overcast,rain,17.73333333,17.73333333,0.78,12.6868,281,11.27,0,1009.22,Mostly cloudy until night.
2008-12-13 04:00:00.000 +0100,Overcast,rain,4.022222222,1.566666667,0.83,9.7405,39,14.168,0,1016,Mostly cloudy throughout the day.
2008-06-17 10:00:00.000 +0200,Partly Cloudy,rain,23.84444444,23.84444444,0.58,11.3827,212,11.27,0,1013.91,Mostly cloudy throughout the day.
2016-03-30 17:00:00.000 +0200,Mostly Cloudy,rain,18.8,18.8,0.46,21.091,234,10.5777,0,1017.3,Mostly cloudy throughout the day.
2015-07-07 16:00:00.000 +0200,Partly Cloudy,rain,35.13888889,36.17222222,0.35,9.1931,213,16.1,0,1013.87,Partly cloudy starting in the afternoon continuing until night.
2010-11-19 07:00:00.000 +0100,Mostly Cloudy,rain,7.461111111,4.955555556,0.96,13.8943,137,7.5026,0,1017.46,Foggy until morning.
2014-07-14 07:00:00.000 +0200,Partly Cloudy,rain,17.73888889,17.73888889,0.9,7.5026,240,12.2521,0,1012.83,Partly cloudy throughout the day.
2009-11-28 20:00:00.000 +0100,Clear,rain,3.888888889,0.761111111,0.92,12.88,280,8.05,0,1017,Foggy in the afternoon.
2010-07-11 04:00:00.000 +0200,Clear,rain,16.65,16.65,0.99,6.4239,311,14.9086,0,1018.12,Partly cloudy starting in the morning continuing until night.
2011-01-15 07:00:00.000 +0100,Mostly Cloudy,rain,2.838888889,2.838888889,0.99,0.7245,307,5.8282,0,1017.81,Partly cloudy throughout the day and breezy in the evening.
2013-08-31 05:00:00.000 +0200,Partly Cloudy,rain,10.85,10.85,0.93,3.2039,286,14.8764,0,1019.36,Partly cloudy starting overnight continuing until evening.
2011-01-13 00:00:00.000 +0100,Partly Cloudy,rain,0.566666667,0.566666667,1,3.4776,225,3.6064,0,1021.52,Foggy in the morning.
2009-05-22 02:00:00.000 +0200,Partly Cloudy,rain,15.62222222,15.62222222,0.88,9.5956,272,14.329,0,1015.08,Mostly cloudy throughout the day.
2016-04-21 08:00:00.000 +0200,Clear,rain,7.677777778,6,0.71,9.338,331,15.5526,0,1027.59,Partly cloudy in the afternoon.
2014-07-02 04:00:00.000 +0200,Clear,rain,11.06666667,11.06666667,0.93,3.22,180,16.1,0,1020.8,Partly cloudy starting in the morning.
2009-10-22 07:00:00.000 +0200,Partly Cloudy,rain,7.777777778,5.044444444,0.83,16.1,150,9.982,0,1013.5,Mostly cloudy throughout the day.
2012-09-02 15:00:00.000 +0200,Clear,rain,32.11111111,31.02777778,0.31,4.7978,204,9.982,0,1019.83,Partly cloudy starting in the evening continuing until night.
